35,476,378,7,29,20,1,0,268,97,26,32,0,0,1,11,5,9,1,0,aliece
7,405,315,0,27,33,1,0,202,77,28,3,0,0,4,11,7,18,5,0,gilabenmayor
24,414,335,5,32,48,11,2,221,104,38,19,0,1,1,6,8,5,0,1,gulsebirsel
66,787,589,1,70,23,0,1,397,156,47,31,0,2,13,10,25,35,1,0,ilberortayli
25,310,230,0,26,4,2,1,122,76,5,15,0,0,2,8,13,46,2,1,mehmetbarlas
64,612,437,1,67,52,0,5,375,100,29,12,0,0,2,8,11,28,0,0,mehmetyasin
19,278,223,0,20,9,0,2,141,57,20,6,0,3,2,5,4,6,0,0,aliece
5,438,353,0,29,27,7,1,218,78,14,10,0,0,6,13,8,30,0,1,gilabenmayor
25,467,376,0,30,54,15,2,239,97,22,23,0,0,6,8,14,18,4,3,gulsebirsel
47,758,570,0,51,40,0,0,407,135,27,22,0,2,15,10,28,56,3,0,ilberortayli
23,336,271,0,23,20,0,3,161,69,7,14,0,0,8,9,8,32,1,0,mehmetbarlas
104,905,712,5,107,61,0,1,497,194,50,17,0,1,11,15,26,48,0,0,mehmetyasin
19,272,227,1,18,9,0,1,142,54,12,5,0,1,4,9,9,11,0,0,aliece
22,564,397,0,41,20,1,2,333,94,14,10,0,1,5,18,16,23,0,0,gilabenmayor
21,414,349,3,29,49,2,1,224,82,25,16,0,0,1,4,16,9,1,4,gulsebirsel
62,852,668,0,72,37,0,2,445,177,46,23,0,0,4,8,26,45,0,0,ilberortayli
19,326,263,0,21,20,1,1,150,80,11,11,0,0,2,6,13,30,3,1,mehmetbarlas
51,494,392,2,54,37,0,1,263,116,29,21,0,0,3,7,15,19,0,0,mehmetyasin
21,288,234,0,23,10,0,2,163,44,19,5,0,1,5,3,7,9,0,0,aliece
21,455,369,0,34,23,1,4,219,99,15,7,0,1,2,7,26,10,1,0,gilabenmayor
52,458,392,13,40,37,12,1,227,105,14,18,0,0,8,8,10,10,1,11,gulsebirsel
47,770,603,1,59,36,0,1,390,147,38,24,0,2,10,17,22,43,0,0,ilberortayli
19,301,229,0,24,13,1,0,142,62,3,10,0,0,3,7,9,30,12,1,mehmetbarlas
63,558,442,1,63,30,1,2,277,127,28,21,0,0,4,11,19,17,0,0,mehmetyasin
10,97,88,3,8,6,4,4,46,22,6,2,0,0,1,1,2,4,0,1,aliece
5,423,346,0,27,20,0,1,188,76,10,6,0,0,4,9,17,26,1,0,gilabenmayor
43,471,368,11,32,58,11,0,256,93,30,28,0,0,8,6,13,14,1,2,gulsebirsel
56,704,531,0,59,32,1,1,344,136,31,18,0,2,9,20,25,53,0,2,ilberortayli
23,345,250,0,23,16,2,1,152,79,12,27,0,0,2,12,13,26,0,3,mehmetbarlas
55,582,438,1,56,35,0,1,292,124,34,25,0,0,3,23,18,31,0,0,mehmetyasin
21,321,261,3,21,15,0,1,169,54,21,7,0,0,3,7,10,12,0,0,aliece
11,478,378,0,49,17,1,2,124,34,5,5,0,0,5,2,19,13,0,0,gilabenmayor
43,530,392,9,44,46,7,1,307,101,35,20,0,1,6,6,16,4,1,6,gulsebirsel
91,895,656,3,98,42,4,1,418,186,66,47,0,3,14,7,37,51,0,0,ilberortayli
27,373,315,2,32,20,5,2,179,78,16,12,0,0,3,5,14,29,6,3,mehmetbarlas
47,519,425,2,55,51,1,6,267,117,34,19,0,0,2,18,20,12,0,2,mehmetyasin
16,225,177,0,16,8,1,1,113,38,5,7,0,0,4,8,6,10,0,2,aliece
7,397,318,0,28,16,2,1,190,74,13,4,0,0,6,13,16,15,0,0,gilabenmayor
38,436,338,4,40,41,1,1,231,103,12,16,0,0,1,10,16,12,1,0,gulsebirsel
77,1079,853,6,116,100,9,81,488,184,32,23,0,2,6,17,30,73,2,2,ilberortayli
16,269,192,0,17,11,2,0,123,57,5,14,0,2,7,2,7,22,12,2,mehmetbarlas
54,565,444,0,61,85,0,1,330,87,33,12,0,0,6,16,16,23,1,0,mehmetyasin
23,320,250,2,23,6,0,1,154,57,25,10,0,3,3,8,12,14,0,0,aliece
8,477,371,0,31,26,6,2,231,85,14,10,0,0,16,12,13,35,1,2,gilabenmayor
25,436,362,4,35,35,2,1,247,83,19,20,0,0,6,5,11,17,1,4,gulsebirsel
84,1135,882,3,122,121,9,80,547,187,43,32,0,2,12,9,37,61,2,0,ilberortayli
16,310,256,0,21,14,0,1,170,65,8,15,0,0,7,2,15,8,6,0,mehmetbarlas
52,582,465,3,46,63,10,5,331,114,28,29,0,0,4,5,21,19,0,4,mehmetyasin
16,299,238,2,15,12,0,2,157,57,18,8,0,0,4,8,11,9,0,0,aliece
9,481,386,0,37,18,4,0,226,99,21,7,0,0,9,16,12,18,3,0,gilabenmayor
21,669,556,7,68,147,6,80,287,128,30,19,0,0,7,7,18,3,0,0,gulsebirsel
64,943,725,1,74,37,2,4,482,154,33,18,0,0,6,25,25,77,0,2,ilberortayli
34,306,242,0,32,18,7,0,135,73,6,23,0,0,1,4,13,16,1,4,mehmetbarlas
87,879,598,0,91,42,0,1,456,194,39,27,0,1,8,50,36,16,0,0,mehmetyasin
17,273,219,2,16,19,0,2,135,61,19,2,0,1,3,4,6,8,0,0,aliece
10,446,355,0,32,19,0,1,211,84,12,4,0,2,10,11,12,31,2,0,gilabenmayor
34,470,382,14,26,57,8,3,252,104,15,10,0,0,5,20,17,3,1,5,gulsebirsel
77,1176,905,2,121,117,5,85,586,187,44,30,0,3,6,14,36,63,1,0,ilberortayli
21,310,241,0,25,9,0,0,162,76,2,7,0,1,5,6,13,19,4,1,mehmetbarlas
72,617,500,2,72,58,0,1,329,115,35,18,0,0,3,15,11,42,0,0,mehmetyasin
18,271,221,3,16,5,1,4,124,60,18,10,0,1,3,6,7,10,0,0,aliece
12,500,370,0,34,20,4,1,250,67,25,4,0,0,10,12,22,15,1,0,gilabenmayor
5,57,54,3,3,4,0,0,33,10,4,2,0,0,0,2,1,2,0,0,gulsebirsel
70,1091,855,0,102,118,10,79,478,186,22,25,0,1,7,23,17,102,2,2,ilberortayli
24,281,218,0,25,10,0,0,135,66,7,11,0,1,5,7,9,19,6,0,mehmetbarlas
45,475,384,1,56,24,0,3,272,79,24,13,0,0,3,7,13,8,0,0,mehmetyasin
19,355,260,1,20,12,0,0,162,61,22,5,0,6,7,3,18,11,0,0,aliece
10,430,349,0,32,30,1,4,228,72,15,6,0,0,6,11,9,13,2,0,gilabenmayor
34,470,382,14,26,57,8,3,252,104,15,10,0,0,5,20,17,3,1,5,gulsebirsel
62,936,675,0,77,63,0,11,477,137,39,25,0,2,3,15,37,99,1,0,ilberortayli
32,408,331,0,31,19,5,1,207,94,15,22,0,0,4,10,12,15,3,5,mehmetbarlas
43,495,378,2,42,41,1,2,264,117,23,21,0,0,7,15,16,14,0,1,mehmetyasin
14,209,172,0,18,6,0,1,107,38,9,3,0,2,3,4,7,2,0,0,aliece
5,334,285,0,32,12,2,0,129,64,12,3,0,0,3,10,14,8,1,0,gilabenmayor
53,415,361,4,52,46,8,0,145,46,5,10,0,0,1,2,10,5,0,2,gulsebirsel
52,1031,762,0,67,39,1,0,547,164,39,27,0,4,10,20,34,91,0,0,ilberortayli
19,275,222,0,18,11,2,0,151,60,13,9,0,0,4,8,9,9,0,1,mehmetbarlas
72,734,550,3,72,76,1,3,425,167,32,32,0,0,5,9,24,17,0,1,mehmetyasin
10,245,205,1,16,6,0,1,123,45,13,4,0,2,2,6,10,9,0,0,aliece
18,395,310,0,40,20,1,3,186,59,16,14,0,1,10,7,15,21,1,0,gilabenmayor
17,385,322,4,25,48,5,0,194,90,12,26,0,0,1,6,16,6,1,5,gulsebirsel
72,828,623,0,73,15,2,0,471,180,45,20,0,1,8,17,25,26,0,5,ilberortayli
16,258,217,0,14,9,4,0,132,54,5,9,0,0,1,8,5,9,10,3,mehmetbarlas
73,735,551,3,72,76,1,3,426,168,32,32,0,0,5,9,24,17,0,1,mehmetyasin
17,397,299,0,24,13,2,1,177,77,24,9,0,2,6,11,15,9,0,0,aliece
4,469,366,0,32,26,0,0,229,72,14,4,0,2,11,18,12,25,1,0,gilabenmayor
36,514,407,3,39,43,11,0,289,87,22,23,0,0,1,7,18,11,0,12,gulsebirsel
69,862,593,0,75,32,5,1,411,192,46,37,0,2,9,18,33,48,1,3,ilberortayli
14,260,219,0,16,17,0,0,138,50,11,15,0,0,4,5,9,17,0,0,mehmetbarlas
56,478,372,2,56,32,1,1,252,102,20,20,0,0,1,13,14,30,0,2,mehmetyasin
11,149,134,1,13,4,0,2,80,30,10,1,0,0,1,4,2,1,0,0,aliece
8,456,370,0,29,35,2,2,243,78,17,6,0,0,6,14,15,11,0,0,gilabenmayor
27,577,459,7,32,68,9,1,326,120,18,28,0,1,3,11,20,6,0,7,gulsebirsel
68,872,661,0,74,32,1,1,428,150,59,29,0,2,13,15,27,54,0,0,ilberortayli
29,364,275,0,31,8,2,0,149,73,15,21,0,4,3,7,15,34,10,3,mehmetbarlas
98,965,713,4,96,96,4,4,569,186,48,47,0,0,12,12,21,34,0,2,mehmetyasin
24,532,404,7,24,27,3,0,259,89,27,7,0,3,14,6,14,20,0,0,aliece
15,403,314,0,28,20,0,0,211,80,15,6,0,2,3,6,7,18,0,0,gilabenmayor
34,552,404,10,36,43,2,0,267,132,64,20,0,1,4,14,22,5,0,1,gulsebirsel
67,970,719,0,81,50,1,0,504,180,27,35,0,2,9,23,32,61,1,1,ilberortayli
14,284,221,0,6,5,9,2,163,48,6,11,0,0,2,1,10,22,0,4,mehmetbarlas
44,653,492,2,43,85,6,6,391,120,20,20,0,0,9,9,8,36,0,0,mehmetyasin
11,244,200,0,15,11,0,1,125,44,13,1,0,0,4,3,10,12,0,0,aliece
15,621,486,0,44,21,4,3,148,45,13,8,0,0,7,7,33,17,0,0,gilabenmayor
26,505,420,6,34,38,2,0,284,109,25,12,0,0,6,7,19,10,0,0,gulsebirsel
39,827,605,0,51,34,0,1,431,150,34,29,0,1,6,11,29,64,1,0,ilberortayli
18,297,236,0,19,13,0,0,157,77,10,7,0,0,3,13,9,6,1,0,mehmetbarlas
64,585,449,2,65,36,1,2,317,105,37,27,0,0,9,15,10,24,0,1,mehmetyasin
23,622,437,0,32,23,0,0,287,134,30,8,0,3,12,10,16,18,0,0,aliece
3,461,349,0,24,21,0,0,219,81,18,6,0,0,4,11,13,29,0,0,gilabenmayor
32,504,417,12,32,55,4,2,279,105,29,14,0,0,4,9,12,4,0,3,gulsebirsel
72,907,677,1,70,33,7,3,473,214,40,29,0,2,16,16,24,35,0,2,ilberortayli
18,282,234,0,20,11,0,0,160,60,9,8,0,0,2,4,6,19,5,0,mehmetbarlas
22,328,283,1,23,39,1,10,182,54,7,1,0,1,4,11,9,10,0,1,mehmetyasin
20,402,311,3,22,21,2,3,163,94,17,6,0,0,5,14,13,14,2,2,aliece
10,528,403,0,37,23,7,2,270,90,16,15,0,1,9,12,12,14,0,1,gilabenmayor
39,432,358,11,34,39,8,2,219,110,14,38,0,0,4,6,13,2,0,4,gulsebirsel
74,921,700,0,75,27,3,1,455,166,44,23,0,0,14,26,24,75,4,0,ilberortayli
18,299,245,0,18,16,2,4,152,66,6,11,0,0,0,2,10,39,0,2,mehmetbarlas
57,589,482,2,75,36,0,2,294,150,30,21,0,0,3,15,26,13,0,0,mehmetyasin
16,345,272,3,16,14,0,1,149,57,21,4,0,1,5,11,11,15,0,0,aliece
14,476,376,0,37,22,4,2,235,86,23,12,0,1,11,10,12,5,1,1,gilabenmayor
40,531,452,3,40,43,13,0,284,112,25,19,0,1,5,11,18,15,0,12,gulsebirsel
54,645,514,0,55,22,1,2,334,131,29,25,0,1,7,13,17,39,0,0,ilberortayli
16,282,226,0,17,12,3,0,140,63,5,9,0,0,3,5,6,30,5,2,mehmetbarlas
45,662,536,1,59,59,0,5,382,128,39,12,0,0,7,7,30,17,0,4,mehmetyasin
17,256,201,1,21,7,1,1,123,42,24,5,0,0,4,8,13,8,0,1,aliece
3,399,312,0,22,31,4,1,206,70,10,4,0,1,11,6,17,24,0,0,gilabenmayor
43,543,435,4,41,67,12,1,263,132,34,26,0,1,4,7,21,12,1,11,gulsebirsel
68,947,739,0,77,40,1,1,434,215,24,19,0,1,9,19,32,87,2,0,ilberortayli
15,246,202,0,17,11,2,0,128,55,10,11,0,0,6,8,9,11,0,2,mehmetbarlas
54,647,488,1,61,41,8,5,293,155,29,18,0,0,3,17,25,28,6,1,mehmetyasin
16,361,278,1,21,11,0,2,192,66,23,2,0,2,11,7,12,7,1,0,aliece
11,458,369,0,27,23,5,2,223,71,19,10,0,0,7,11,12,36,2,1,gilabenmayor
45,494,419,19,37,49,1,0,265,122,12,22,0,0,6,9,19,10,0,1,gulsebirsel
79,1092,815,0,117,119,7,75,473,182,38,26,0,2,8,25,41,71,1,3,ilberortayli
15,244,183,0,9,7,9,0,129,47,4,10,0,0,3,0,8,29,0,4,mehmetbarlas
42,400,325,2,44,25,3,2,206,102,16,9,0,0,0,11,16,13,0,1,mehmetyasin
18,432,350,1,28,15,1,0,192,93,12,10,0,2,6,7,13,8,1,3,aliece
13,639,505,2,67,91,9,79,267,87,9,7,0,0,4,7,20,15,2,1,gilabenmayor
18,577,474,5,69,102,9,83,236,103,19,14,0,1,4,7,8,13,0,3,gulsebirsel
63,827,652,2,62,24,1,2,453,159,41,24,0,1,6,17,18,65,3,0,ilberortayli
14,247,176,0,15,12,1,0,115,70,9,14,0,0,1,11,19,0,0,1,mehmetbarlas
34,328,279,0,42,26,0,1,102,28,12,4,0,0,7,1,8,8,0,0,mehmetyasin
29,521,368,2,30,19,0,1,251,96,22,3,0,5,9,10,17,10,0,0,aliece
3,403,326,0,32,27,1,1,183,61,29,6,0,0,11,8,11,24,0,0,gilabenmayor
54,559,466,7,40,56,18,2,281,137,21,18,0,0,5,6,29,8,0,12,gulsebirsel
74,1125,849,0,105,100,10,82,502,182,35,24,0,1,11,29,39,77,0,4,ilberortayli
18,302,222,0,19,11,1,0,181,51,14,13,0,0,9,9,8,6,1,1,mehmetbarlas
53,595,457,3,69,43,0,7,296,146,52,15,0,0,5,6,22,16,0,1,mehmetyasin
17,369,295,3,15,16,7,5,117,47,5,11,0,0,5,3,8,5,0,4,aliece
1,465,368,0,27,18,3,2,248,93,15,4,0,0,4,14,19,14,4,1,gilabenmayor
15,415,347,6,28,40,0,1,229,91,19,13,0,0,1,3,26,9,1,0,gulsebirsel
79,948,712,2,77,24,3,0,514,206,42,33,0,0,7,12,31,45,0,3,ilberortayli
20,299,233,0,18,12,3,0,147,65,11,16,0,0,4,4,12,25,6,2,mehmetbarlas
43,614,470,5,41,48,14,5,360,130,25,22,0,0,5,9,21,12,2,5,mehmetyasin
14,483,340,1,26,8,0,0,226,97,22,7,0,1,5,13,21,9,0,2,aliece
11,405,334,0,31,13,1,0,163,83,12,9,0,0,10,11,20,22,0,1,gilabenmayor
36,583,404,12,37,44,1,3,302,131,47,17,0,0,3,19,24,2,2,0,gulsebirsel
52,782,578,0,62,33,3,3,405,136,32,18,0,1,10,13,16,58,0,1,ilberortayli
18,265,210,0,15,7,7,0,148,57,7,8,0,0,2,3,9,17,0,5,mehmetbarlas
53,588,475,1,68,42,0,1,315,121,18,12,0,0,7,25,23,22,2,0,mehmetyasin
26,473,371,4,12,36,18,3,208,91,32,25,0,2,6,9,6,49,0,3,aliece
5,503,392,0,29,22,5,2,263,87,29,12,0,0,9,10,13,24,0,2,gilabenmayor
49,524,422,1,54,53,3,2,290,121,24,23,0,0,4,8,13,15,0,1,gulsebirsel
64,808,617,0,67,31,0,0,448,154,34,28,0,1,7,15,22,44,2,0,ilberortayli
18,279,239,0,9,5,11,0,104,75,7,7,0,0,3,7,7,38,3,10,mehmetbarlas
65,579,482,4,82,43,0,0,312,117,37,18,0,0,4,11,20,19,0,2,mehmetyasin
7,97,91,0,7,3,0,0,43,23,2,0,0,1,2,5,2,1,0,0,aliece
2,422,337,0,26,24,1,0,220,48,17,4,0,0,9,11,10,21,0,0,gilabenmayor
71,598,495,6,65,53,17,1,327,141,25,25,0,0,6,9,16,12,0,8,gulsebirsel
57,862,566,0,67,22,1,0,400,162,46,32,0,0,16,16,40,71,0,1,ilberortayli
20,324,264,0,18,13,2,0,165,66,11,8,0,0,12,2,10,24,3,2,mehmetbarlas
58,768,581,3,80,72,0,3,418,138,31,35,0,1,13,14,34,28,0,0,mehmetyasin
13,432,315,2,19,14,5,2,199,71,24,5,0,2,11,10,17,8,0,0,aliece
9,497,389,0,41,25,2,3,274,83,17,10,0,0,6,5,15,13,10,0,gilabenmayor
46,586,479,4,57,45,0,5,311,134,27,16,0,0,5,17,28,10,0,0,gulsebirsel
81,908,669,0,86,29,0,2,537,160,40,23,0,0,7,10,23,28,2,0,ilberortayli
15,222,176,0,15,5,0,0,97,53,4,6,0,0,1,2,6,27,0,0,mehmetbarlas
46,575,463,0,63,59,1,3,293,109,25,20,0,1,3,12,18,15,0,2,mehmetyasin
11,156,135,0,13,7,0,1,73,32,7,1,0,0,0,7,4,8,0,0,aliece
5,422,331,0,37,14,2,1,221,63,20,5,0,0,3,7,9,15,5,1,gilabenmayor
20,417,360,6,21,44,0,0,236,102,10,24,0,0,6,10,12,6,0,1,gulsebirsel
55,837,621,0,60,43,0,2,423,154,20,25,0,2,8,23,34,63,0,0,ilberortayli
25,324,244,0,26,17,1,0,160,88,9,9,0,0,1,14,8,21,3,1,mehmetbarlas
54,542,437,3,65,54,0,1,273,124,26,17,0,0,3,10,26,25,0,0,mehmetyasin
17,302,249,2,21,19,3,5,139,56,8,8,0,0,5,2,8,12,0,4,aliece
17,471,387,0,34,15,2,0,226,99,14,7,0,0,7,17,13,20,0,0,gilabenmayor
27,505,415,10,27,44,5,2,242,125,20,22,0,2,6,18,17,9,1,4,gulsebirsel
80,996,782,0,85,30,1,1,499,204,37,26,0,1,18,12,38,67,1,1,ilberortayli
19,307,239,0,21,23,0,0,153,75,7,22,0,0,3,6,10,28,0,0,mehmetbarlas
44,526,404,2,56,66,1,3,291,112,20,18,0,0,2,14,18,18,0,0,mehmetyasin
17,249,206,1,19,9,2,1,127,52,13,5,0,2,2,7,6,9,0,0,aliece
3,445,343,0,22,22,3,0,105,42,7,1,0,0,4,0,15,17,0,0,gilabenmayor
20,462,362,2,22,58,10,1,243,106,25,20,0,0,2,13,15,7,0,3,gulsebirsel
50,621,485,0,51,18,0,1,348,120,25,18,0,0,5,9,23,29,0,0,ilberortayli
64,636,497,7,74,25,0,2,330,118,32,20,0,0,4,15,25,12,1,0,mehmetyasin
13,218,188,1,15,5,0,1,101,41,18,4,0,1,2,4,6,3,0,0,aliece
8,526,418,0,39,21,0,1,264,84,13,5,0,1,11,11,22,16,0,0,gilabenmayor
30,507,403,9,28,44,6,1,268,117,19,25,0,1,2,8,25,9,0,2,gulsebirsel
52,755,598,2,60,19,2,1,397,144,42,16,0,0,6,9,30,39,0,2,ilberortayli
25,290,237,0,21,20,5,0,143,58,7,23,0,0,2,4,10,17,5,2,mehmetbarlas
72,789,589,1,88,46,0,3,407,159,50,27,0,0,8,27,35,23,0,0,mehmetyasin
32,503,376,3,33,14,10,2,119,47,15,14,0,0,9,9,13,30,1,3,aliece
4,377,287,0,27,19,1,1,209,45,12,2,0,0,6,5,17,13,0,0,gilabenmayor
77,1074,754,0,80,40,2,0,518,199,57,24,0,3,15,21,40,97,0,0,ilberortayli
15,228,190,3,14,2,1,1,106,49,13,4,0,0,3,4,8,8,0,3,aliece
4,439,342,0,30,14,1,1,212,72,24,12,0,0,6,9,8,33,0,0,gilabenmayor
54,775,569,1,61,23,4,0,422,166,39,26,0,1,4,13,22,23,0,0,ilberortayli
9,457,364,0,26,16,0,1,216,88,22,6,0,1,7,8,20,27,0,0,gilabenmayor
49,705,535,3,63,29,0,1,386,133,31,16,0,2,9,10,27,33,0,0,ilberortayli
46,758,580,0,60,31,0,2,374,142,34,14,0,1,9,15,19,77,1,0,ilberortayli
16,222,185,2,17,5,0,1,125,32,8,3,0,1,4,7,6,15,0,0,aliece
11,663,550,2,72,109,7,78,297,92,8,4,0,0,2,9,13,23,0,2,gilabenmayor
32,460,382,9,38,50,3,1,252,103,27,18,0,0,3,4,10,7,0,0,gulsebirsel
53,660,509,1,55,40,2,2,321,114,29,17,0,0,10,19,20,42,0,1,ilberortayli
15,340,258,0,22,12,0,0,152,82,6,12,0,0,5,7,14,23,10,0,mehmetbarlas
23,451,366,3,39,34,2,2,225,95,22,13,0,0,1,8,10,44,0,2,mehmetyasin
16,223,182,2,15,3,0,1,115,39,15,5,0,0,5,5,9,7,0,0,aliece
8,421,339,0,26,27,0,1,122,28,8,5,0,0,7,2,13,21,0,0,gilabenmayor
26,412,321,6,34,38,1,2,190,105,23,19,0,1,3,14,13,5,0,2,gulsebirsel
68,948,687,1,70,36,3,3,514,171,35,22,0,0,6,16,40,68,0,2,ilberortayli
20,307,247,0,21,9,0,1,139,86,4,4,0,0,6,8,8,23,3,0,mehmetbarlas
40,459,365,1,50,23,0,2,237,95,14,10,0,0,2,16,9,26,0,0,mehmetyasin
20,242,208,3,17,8,0,2,112,52,14,5,0,2,1,8,1,12,0,0,aliece
7,407,327,0,28,19,0,3,189,68,9,5,0,0,5,10,22,24,0,0,gilabenmayor
26,654,538,8,60,158,11,78,281,120,19,21,0,2,4,3,17,21,0,3,gulsebirsel
42,616,481,0,46,34,1,2,317,108,30,22,0,0,10,15,26,28,0,0,ilberortayli
18,361,284,0,16,12,2,0,205,79,1,11,0,0,6,3,8,27,6,2,mehmetbarlas
42,762,584,2,86,135,5,85,300,116,30,15,0,0,5,13,13,41,0,0,mehmetyasin
12,211,167,2,11,4,0,2,99,43,11,1,0,1,4,3,9,12,0,0,aliece
31,703,506,0,47,48,1,2,372,155,20,11,0,0,12,11,17,22,11,0,gilabenmayor
46,556,446,11,30,65,12,2,304,123,24,25,0,0,4,11,26,8,0,4,gulsebirsel
42,725,558,1,53,35,0,0,333,148,37,19,0,0,2,12,21,63,0,0,ilberortayli
31,339,243,0,26,15,5,2,136,84,9,24,0,0,5,6,14,30,3,5,mehmetbarlas
49,687,527,3,65,57,0,0,354,136,41,30,0,0,6,16,23,13,0,0,mehmetyasin
17,243,183,0,17,5,0,1,135,43,14,7,0,0,4,6,4,9,0,0,aliece
26,434,316,0,39,23,5,1,228,112,20,25,0,1,3,4,15,2,0,2,gilabenmayor
39,513,416,1,38,52,4,0,267,133,26,22,0,1,8,11,15,2,0,8,gulsebirsel
59,764,581,0,63,25,0,2,425,162,35,33,0,2,16,14,19,22,2,0,ilberortayli
18,278,217,1,25,12,1,1,122,68,8,8,0,0,2,9,4,25,2,3,mehmetbarlas
29,409,341,1,40,40,1,6,237,81,21,12,0,0,4,5,17,7,0,2,mehmetyasin
19,285,218,1,17,12,1,3,152,57,16,3,0,1,1,7,10,11,0,0,aliece
21,513,422,0,34,28,3,0,126,45,5,7,0,0,4,3,14,14,1,2,gilabenmayor
26,455,357,3,34,42,6,0,235,105,12,19,0,0,3,11,19,10,3,5,gulsebirsel
70,972,711,0,80,45,1,1,472,165,44,26,0,1,6,20,29,107,3,1,ilberortayli
23,342,265,0,22,11,6,1,181,81,4,7,0,1,5,8,16,8,2,10,mehmetbarlas
34,462,379,0,52,35,0,0,268,105,16,7,0,0,3,1,11,9,0,0,mehmetyasin
